id,activity_type,distance,duration,calories,hr_avg,hr_max,hr_min,altitude_avg,altitude_max,altitude_min,ascent,descent,steps,num_hills,avg_altitude,avg_ascent,distance_hills,hills_share
3626,Biking,122999.2,14526.0,1857,143.6436032246758,194,90,290.6498283581445,428.6000061035156,203.60000610351562,927.5999450683594,923.9999542236328,16223,13,354.8307688786433,21.47692401592548,0.1487483274420009,0.001209343861114551
3627,Biking,54027.56,173848.0,1285,155.88140451451093,190,102,240.75674880997835,360.20001220703125,177.39999389648438,642.0002593994141,638.2002563476562,8144,13,238.25384580172025,11.784616323617788,0.5769366664764606,0.010678562320350218
3628,Biking,87023.6,29418.0,1736,148.16803006853857,199,63,232.76194891922586,333.0,178.0,693.5999755859375,724.5999755859375,,13,237.0076939509465,14.261539165790264,0.30512873334909185,0.0035062756924454036
3629,Biking,22368.86,3722.0,671,,,,164.8964565847247,173.60000610351562,158.1999969482422,23.400009155273438,23.199996948242188,,1,173.5,0.20001220703125,0.005137256794274224,0.00022966109110049524
3630,Biking,9.99,,0,,,,182.0,182.0,182.0,0,0,,1,182.0,0.0,0.0,0.0
3631,Biking,29324.97,5266.0,640,134.62799436355095,184,105,116.42170069933273,154.39999389648438,83.19999694824219,325.40001678466797,316.80001068115234,,7,106.92857142857143,6.485715593610491,0.17668924553113996,0.006025214877667052
3632,Biking,14543.41,4044.0,347,182.4281805745554,193,123,108.3160054615193,124.0,103.19999694824219,116.60005950927734,128.60005950927734,,5,110.52000122070312,0.1600006103515625,0.17607869740989743,0.012107112252896497
3633,Biking,62914.98,8445.0,1452,153.83155279503106,189,107,239.61520504400596,325.20001220703125,191.0,859.9999084472656,877.39990234375,10217,21,243.37619018554688,7.361903599330357,0.2561680286976146,0.004071653979666125
3634,Biking,34117.95,4885.0,668,139.4998147462023,179,101,97.86854404082405,261.0,-10.800000190734863,485.80005145072937,483.00004839897156,,6,120.43333339691162,40.766666094462074,0.07516210330964442,0.0022030076047841215
3635,Biking,65944.51,10243.0,1097,141.44001208824417,177,84,223.33315154669614,288.79998779296875,177.60000610351562,477.19996643066406,475.19996643066406,,7,251.48571559361048,14.600001743861608,0.25679934849006875,0.003894173275228958
3636,Biking,73651.37,9322.0,1308,146.16274910577414,190,102,260.8430248605517,355.3999938964844,200.8000030517578,605.8000030517578,605.6000061035156,,10,271.57000198364256,20.85999755859375,0.34609576115163204,0.004699108260330148
